gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
Male,0,No,No,11,Yes,No,DSL,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),23.1316901221842,254.45,0
Male,1,Yes,No,67,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,111.37368747119739,7462.04,1
Male,0,No,No,45,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,18.770294863982773,844.66,0
Female,0,No,No,6,Yes,Yes,DSL,No,No,No,No,Yes,No,One year,Yes,Credit card (automatic),88.24253169678241,529.46,1
Male,1,No,No,72,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),69.46671441405283,5001.6,0
Male,0,Yes,Yes,12,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),78.2940683170653,939.53,1
Male,0,No,No,72,Yes,No,DSL,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,23.276248128875842,1675.89,0
Female,0,Yes,No,72,Yes,Yes,No,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,103.4523113868311,7448.57,1
Female,0,No,No,26,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),84.54415204862161,2198.15,1
Male,0,No,No,9,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,104.66514472886391,941.99,1
Male,0,Yes,Yes,68,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),120.0,8160.0,1
Female,0,No,No,5,No,No phone service,Fiber optic,No,No,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),52.24845307798631,261.24,1
Female,0,Yes,Yes,72,No,No phone service,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,64.23177187639119,4624.69,1
Female,0,No,No,24,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,51.81212554112929,1243.49,1
Male,0,Yes,Yes,40,No,No phone service,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,35.63644554273765,1425.46,1
Male,0,Yes,No,60,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,111.32369219037312,6679.42,1
Female,0,Yes,Yes,10,Yes,No,No,No,No,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),107.70587060161564,1077.06,1
Male,0,No,Yes,4,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),23.926845052344483,95.71,0
Female,0,Yes,Yes,18,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,20.153102248861003,362.76,1
Male,0,Yes,Yes,58,No,No phone service,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),35.024888412175606,2031.44,1
Male,0,No,No,72,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,100.25637999268783,7218.46,1
Female,0,Yes,Yes,11,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),94.2478631647943,1036.73,0
Male,1,Yes,No,26,Yes,No,Fiber optic,No,No,No,No,No,Yes,One year,No,Electronic check,83.91890494537819,2181.89,1
Female,0,Yes,No,70,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),84.90287660199444,5943.2,0
Female,0,No,No,61,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),92.46013443659399,5640.07,1
Female,0,No,Yes,6,Yes,Yes,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,29.387209394593015,176.32,0
Female,0,Yes,No,71,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,105.51000666436146,7491.21,0
Female,0,Yes,No,72,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),23.170859022189855,1668.3,0
Male,0,No,No,2,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,56.18117261329819,112.36,0
Male,1,No,No,65,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),57.70240093961679,3750.66,0
Male,1,No,Yes,56,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),109.10684659603024,6109.98,1
Female,0,No,No,5,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),27.3069264744626,136.53,1
Male,0,No,No,11,Yes,No,DSL,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,20.627735153554706,226.91,0
Female,0,No,No,24,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,25.55536379274327,613.33,0
Female,0,Yes,Yes,32,Yes,Yes,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),101.35657621779642,3243.41,0
Male,0,No,Yes,62,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,120.0,7440.0,0
Male,0,Yes,No,19,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,53.33224902308461,1013.31,1
Female,0,Yes,Yes,72,Yes,Yes,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,31.983040581024284,2302.78,0
Female,0,No,No,0,Yes,No,Fiber optic,No,No,No,No,No,No,One year,No,Bank transfer (automatic),53.57218702908851,0.0,0
Female,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,53.81732570710911,53.82,1
Male,0,Yes,No,61,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,87.3731281733088,5329.76,0
Male,0,Yes,Yes,0,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,24.25675976686382,0.0,0
Male,0,No,No,65,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,One year,No,Bank transfer (automatic),79.26313465517993,5152.1,0
Female,0,Yes,No,5,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,55.363910373076706,276.82,0
Male,0,No,No,56,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),23.7807189153314,1331.72,0
Female,0,Yes,Yes,72,Yes,Yes,No,Yes,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),61.848902130843925,4453.12,0
Female,1,No,No,16,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),105.60576834940669,1689.69,1
Female,0,No,No,14,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,No,Credit card (automatic),69.42569159874199,971.96,0
Male,0,Yes,Yes,68,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,108.84696196009614,7401.59,0
Female,0,Yes,Yes,42,Yes,Yes,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),32.88436043632809,1381.14,0
Female,0,Yes,Yes,7,Yes,Yes,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,31.306166942681806,219.14,0
Male,0,No,No,30,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),104.7269723155676,3141.81,1
Female,0,Yes,No,31,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,85.49896720810571,2650.47,0
Male,0,No,No,0,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),102.78268579054655,0.0,1
Female,0,Yes,Yes,47,Yes,No,DSL,Yes,No,Yes,Yes,No,No,One year,No,Bank transfer (automatic),71.07204271217302,3340.39,0
Female,0,No,No,0,No,No phone service,No,No,No,No,No,Yes,Yes,One year,No,Electronic check,52.480070196832,0.0,0
Female,1,No,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),118.63061371903358,8541.4,0
Male,0,Yes,No,64,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,82.60497537475752,5286.72,1
Male,0,Yes,No,54,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,No,Electronic check,112.88471796027893,6095.77,0
Male,0,Yes,Yes,35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,21.1249141791955,739.37,1
Male,0,Yes,No,71,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,75.80156488426657,5381.91,1
Female,0,No,No,17,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,51.6345168153492,877.79,1
Male,0,No,No,22,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),120.0,2640.0,1
Female,0,No,No,10,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,23.758895939166862,237.59,0
Female,0,No,No,5,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,80.67918602242491,403.4,1
Female,1,Yes,No,63,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),120.0,7560.0,1
Female,0,No,No,0,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),104.4527744669868,0.0,1
Female,0,Yes,Yes,61,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Two year,Yes,Electronic check,105.89382670560767,6459.52,1
Female,0,Yes,Yes,30,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),20.89592444570561,626.88,1
Female,0,Yes,No,24,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,107.30546463533332,2575.33,0
Male,0,No,No,0,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,81.71889485311152,0.0,1
Male,0,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,84.83796035640077,169.68,1
Female,0,No,Yes,4,No,No phone service,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),29.41517430554593,117.66,1
Male,1,Yes,No,62,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,83.99051338570023,5207.41,0
Female,1,No,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,No,Electronic check,112.43862850846033,8095.58,0
Female,0,Yes,Yes,56,Yes,Yes,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),28.447621463559724,1593.07,0
Female,0,Yes,Yes,36,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,104.21335539640148,3751.68,0
Female,1,No,No,15,No,No phone service,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,49.01909459473471,735.29,0
Female,1,No,No,9,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),85.751859541185,771.77,1
Female,1,No,No,13,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),97.66867588996428,1269.69,0
Female,0,No,No,2,Yes,No,Fiber optic,Yes,No,No,No,No,No,One year,No,Electronic check,54.28217814418776,108.56,0
Female,0,No,No,31,Yes,Yes,DSL,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,27.911732462548073,865.26,0
Female,0,Yes,Yes,67,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),99.5045291561124,6666.8,1
Male,0,Yes,Yes,72,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,No,Electronic check,113.01778506323713,8137.28,0
Female,0,No,No,45,Yes,Yes,No,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,120.0,5400.0,0
Female,0,Yes,No,21,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,85.73138726289514,1800.36,1
Male,1,Yes,Yes,50,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,114.73976594298487,5736.99,1
Female,0,Yes,Yes,61,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),88.76416825890053,5414.61,0
Female,0,Yes,Yes,49,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,22.770547312842343,1115.76,0
Male,0,Yes,Yes,64,Yes,Yes,DSL,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,28.950986690504077,1852.86,1
Female,1,No,No,0,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,One year,Yes,Electronic check,89.06260888597298,0.0,1
Female,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Electronic check,120.0,8640.0,0
Male,0,No,No,58,No,No phone service,Fiber optic,No,No,No,Yes,Yes,Yes,Two year,Yes,Electronic check,60.500931594715496,3509.05,0
Female,0,No,No,31,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,One year,Yes,Credit card (automatic),60.755165092621525,1883.41,0
Male,0,No,No,28,No,No phone service,Fiber optic,Yes,No,No,Yes,No,No,One year,No,Bank transfer (automatic),39.15126779355013,1096.24,0
Female,1,Yes,No,39,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,112.26324546541547,4378.27,0
Male,1,Yes,No,32,No,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,34.373598252882154,1099.96,1
Male,0,Yes,Yes,71,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,No,One year,No,Electronic check,77.01344192113795,5467.95,0
Female,0,No,No,16,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Electronic check,97.61563160828653,1561.85,1
Male,0,No,No,44,Yes,Yes,No,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,106.41399083122373,4682.22,0
Female,0,No,No,68,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,28.676718320341788,1950.02,1
Female,1,No,No,30,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),95.3826705015761,2861.48,1
Male,1,No,No,2,No,No phone service,DSL,No,No,No,No,No,No,One year,Yes,Credit card (automatic),26.637247702327674,53.27,1
Male,0,No,No,10,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,88.21105458520805,882.11,1
Female,0,No,No,44,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),20.92199490377852,920.57,0
Female,0,No,No,11,Yes,Yes,No,No,No,No,No,No,No,One year,Yes,Electronic check,86.42465967946,950.67,1
Female,0,No,No,62,Yes,Yes,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,28.120350526719825,1743.46,0
Male,0,No,No,56,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),61.306773321671976,3433.18,0
Male,0,No,No,7,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Electronic check,70.77492182333539,495.42,0
Female,0,Yes,Yes,29,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,18.06814363528906,523.98,0
Female,1,Yes,No,4,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Two year,No,Bank transfer (automatic),93.58863702839369,374.35,1
Male,1,No,No,24,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Two year,Yes,Electronic check,76.3674118630427,1832.82,0
Female,0,No,No,50,No,No phone service,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),59.77145318880858,2988.57,0
Female,0,No,No,28,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,113.47302880240751,3177.24,0
Male,0,Yes,No,49,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),22.285768823413974,1092.0,0
Female,0,No,No,67,No,No phone service,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,No,Electronic check,57.80504415441955,3872.94,0
Male,0,No,No,55,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,87.43934528073659,4809.16,0
Male,0,Yes,Yes,0,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,57.963516020554756,0.0,1
Female,0,No,No,48,No,No phone service,Fiber optic,Yes,Yes,No,No,Yes,No,One year,Yes,Credit card (automatic),58.105193844947266,2789.05,0
Female,0,No,No,46,No,No phone service,No,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,61.491086194324154,2828.59,0
Male,0,No,No,57,No,No phone service,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),79.12109264035331,4509.9,0
Female,0,Yes,No,61,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,120.0,7320.0,0
Male,0,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,No,Electronic check,101.09463535536237,7278.81,0
Male,1,No,No,11,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,92.94531238805506,1022.4,1
Male,1,No,No,0,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,81.98823883281281,0.0,1
Male,0,No,Yes,33,No,No phone service,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),47.28744210823821,1560.49,1
Female,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,64.59818154007253,64.6,1
Female,0,Yes,Yes,66,No,No phone service,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,No,Bank transfer (automatic),72.90345533235686,4811.63,0
Male,1,Yes,No,49,No,No phone service,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,33.18526172127785,1626.08,1
Male,0,Yes,Yes,23,Yes,Yes,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,29.460475910929645,677.59,0
Female,1,No,No,9,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,99.26927830729451,893.42,1
Female,0,No,No,0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),27.326171640050422,0.0,1
Female,0,Yes,Yes,42,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),24.453762175827375,1027.06,1
Male,0,No,No,11,Yes,No,DSL,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,23.2226099674871,255.45,0
Male,0,No,No,4,No,No phone service,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,28.60378018512704,114.42,0
Male,0,No,No,59,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,72.80826522263837,4295.69,0
Male,0,Yes,No,68,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,117.10420168777927,7963.09,1
